Season,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1986-1987,"Darren Daye",SF,26,CHI,1,7,-5.20,NULL,NULL,NULL,0.00,16.50,8.10,16.80,0.00,0.00,100.00,6.00,0.00,0.00,0.00,-0.1240,-10.3000,0.7000,-9.6000,0.0000
1986-1987,"Darren Daye",SF,26,TOT,62,731,9.50,0.5120,0.0000,0.3220,6.20,12.50,9.60,13.30,1.70,0.50,19.80,16.80,-0.20,0.80,0.60,0.0410,-3.2000,0.0000,-3.2000,-0.2000
1983-1984,"Darren Daye",SF,23,WSB,75,1174,12.30,0.4880,0.0150,0.3260,9.00,9.70,9.30,21.80,1.60,0.60,17.10,20.50,0.20,1.10,1.30,0.0530,-1.1000,0.0000,-1.2000,0.2000
1984-1985,"Darren Daye",SF,24,WSB,80,1573,15.70,0.5660,0.0140,0.4940,6.40,12.90,9.50,21.00,1.60,0.70,17.90,19.80,1.80,2.10,3.80,0.1170,0.4000,0.8000,1.1000,1.2000
1985-1986,"Darren Daye",SF,25,WSB,64,1075,16.40,0.5520,0.0080,0.5940,7.20,11.20,9.20,15.60,2.10,0.60,16.30,23.40,1.00,1.30,2.40,0.1050,0.4000,0.2000,0.5000,0.7000
1982-1983,"Darren Tillis",C,22,BOS,15,44,1.50,0.3120,0.0430,0.2610,9.80,12.10,11.00,5.90,0.00,2.50,13.50,26.40,-0.20,0.00,-0.10,-0.1470,-5.7000,-0.9000,-6.6000,-0.1000
1982-1983,"Darren Tillis",C,22,CLE,37,482,11.60,0.4530,0.0000,0.1390,8.50,20.30,14.30,4.90,0.80,3.40,9.70,16.20,0.10,0.50,0.60,0.0610,-2.6000,0.3000,-2.3000,0.0000
1983-1984,"Darren Tillis",C,23,GSW,72,730,9.50,0.4560,0.0080,0.2480,10.40,17.50,13.70,4.40,0.80,4.60,15.30,17.70,-0.30,0.80,0.50,0.0300,-5.8000,0.2000,-5.6000,-0.7000
1982-1983,"Darren Tillis",C,22,TOT,52,526,10.80,0.4350,0.0060,0.1550,8.60,19.60,14.00,5.00,0.70,3.30,10.20,17.00,-0.10,0.60,0.50,0.0430,-2.9000,0.2000,-2.7000,-0.2000
1987-1988,"Darryl Dawkins",C,31,DET,2,7,-5.70,0.6020,0.0000,1.5000,0.00,0.00,0.00,19.50,0.00,8.40,47.50,37.50,-0.10,0.00,0.00,-0.3070,-23.7000,5.5000,-18.2000,0.0000
1988-1989,"Darryl Dawkins",C,32,DET,14,48,8.20,0.5010,0.0000,0.9470,7.40,9.00,8.20,3.10,0.00,1.30,12.90,27.60,0.00,0.00,0.00,0.0270,-6.4000,-2.2000,-8.6000,-0.1000
1982-1983,"Darryl Dawkins",C,26,NJN,81,2093,13.20,0.6190,0.0000,0.3840,6.90,15.60,11.30,7.80,1.50,4.20,26.40,20.00,0.00,4.00,4.00,0.0920,-2.9000,2.1000,-0.8000,0.6000
1983-1984,"Darryl Dawkins",C,27,NJN,81,2417,17.60,0.6410,0.0060,0.5430,7.40,18.40,12.80,7.20,1.20,3.30,17.90,21.20,4.30,3.60,7.90,0.1560,0.2000,1.0000,1.3000,2.0000
1984-1985,"Darryl Dawkins",C,28,NJN,39,972,14.50,0.6160,0.0030,0.5930,6.10,15.00,10.40,6.40,0.70,2.10,17.90,21.60,1.20,0.90,2.10,0.1040,-1.9000,-0.8000,-2.7000,-0.2000
1985-1986,"Darryl Dawkins",C,29,NJN,51,1207,19.50,0.6800,0.0020,0.6730,7.90,15.50,11.60,9.70,0.60,2.80,17.80,23.00,3.10,1.30,4.40,0.1750,1.2000,0.9000,2.1000,1.2000
1986-1987,"Darryl Dawkins",C,30,NJN,6,106,11.50,0.6700,0.0000,0.7500,9.60,10.60,10.10,2.90,0.90,1.70,26.10,21.90,0.00,0.10,0.10,0.0480,-3.8000,-0.5000,-4.3000,-0.1000
1980-1981,"Darryl Dawkins",C,24,PHI,76,2088,15.90,0.6410,0.0000,0.4360,6.00,21.40,14.20,7.30,0.80,3.00,20.90,20.30,2.20,4.10,6.30,0.1450,-1.3000,1.3000,0.1000,1.1000
1981-1982,"Darryl Dawkins",C,25,PHI,48,1124,15.00,0.6010,0.0050,0.4470,7.10,22.80,15.30,6.70,0.80,2.80,17.90,19.80,1.10,1.80,2.90,0.1220,-2.0000,0.4000,-1.6000,0.1000
1987-1988,"Darryl Dawkins",C,31,TOT,6,33,-9.50,0.3210,0.0000,1.6670,6.80,9.40,8.10,7.70,0.00,3.50,31.00,28.10,-0.30,0.00,-0.20,-0.3130,-20.1000,-1.1000,-21.2000,-0.2000
1987-1988,"Darryl Dawkins",C,31,UTA,4,26,-10.60,0.2440,0.0000,1.7140,8.60,11.90,10.30,4.50,0.00,2.20,24.60,25.60,-0.20,0.00,-0.20,-0.3140,-19.1000,-2.8000,-22.0000,-0.1000
1988-1989,"Darwin Cook",SG,30,DEN,30,386,11.70,0.4660,0.0610,0.1350,3.30,9.90,6.40,14.40,3.20,0.90,13.10,19.70,-0.20,0.50,0.30,0.0390,-3.3000,0.7000,-2.6000,-0.1000
1980-1981,"Darwin Cook",SG,22,NJN,81,1980,15.00,0.5030,0.0310,0.2200,5.30,8.20,6.70,21.90,3.20,1.00,16.40,21.40,0.60,2.10,2.70,0.0650,-0.2000,1.1000,0.9000,1.4000
1981-1982,"Darwin Cook",PG,23,NJN,82,2090,13.70,0.5140,0.0390,0.2020,2.80,5.60,4.20,21.80,3.30,0.70,16.70,20.00,0.70,3.20,3.90,0.0890,-0.9000,1.6000,0.7000,1.4000
1982-1983,"Darwin Cook",PG,24,NJN,82,2625,14.30,0.4940,0.0390,0.2450,3.20,7.10,5.20,23.60,3.40,1.10,17.90,19.90,1.30,4.70,6.00,0.1100,-0.4000,2.0000,1.7000,2.4000
1983-1984,"Darwin Cook",PG,25,NJN,82,1870,14.50,0.4810,0.0670,0.1830,3.10,6.50,4.80,25.40,4.10,1.10,16.10,18.80,0.60,3.00,3.60,0.0920,-0.4000,2.5000,2.1000,1.9000
1984-1985,"Darwin Cook",PG,26,NJN,58,1063,14.30,0.4960,0.0510,0.1190,2.10,7.70,4.90,20.80,3.30,0.50,13.60,21.00,0.30,1.20,1.60,0.0710,-1.4000,1.2000,-0.2000,0.5000
1985-1986,"Darwin Cook",PG,27,NJN,79,1965,13.10,0.4650,0.0850,0.1770,2.90,7.20,5.00,26.10,3.70,0.70,16.30,16.40,0.50,2.60,3.00,0.0740,-0.9000,2.0000,1.1000,1.6000
1988-1989,"Darwin Cook",SG,30,SAS,36,757,11.80,0.5090,0.0980,0.1780,2.90,5.80,4.30,16.20,2.60,0.30,15.40,20.60,0.00,0.60,0.60,0.0390,-2.1000,-0.3000,-2.4000,-0.1000
1988-1989,"Darwin Cook",SG,30,TOT,66,1143,11.80,0.4950,0.0860,0.1630,3.00,7.20,5.00,15.60,2.80,0.50,14.70,20.30,-0.10,1.10,0.90,0.0390,-2.5000,0.1000,-2.4000,-0.1000
1986-1987,"Darwin Cook",SG,28,WSB,82,1420,12.50,0.4600,0.0370,0.1660,3.40,7.50,5.40,16.00,3.30,0.70,12.60,21.60,-0.50,1.70,1.20,0.0400,-2.5000,1.2000,-1.3000,0.2000
1983-1984,"Dave Batton",C,27,SAS,4,31,6.40,0.5000,0.0000,0.0000,3.50,10.10,6.90,11.80,0.00,5.00,28.60,17.50,-0.10,0.00,0.00,-0.0680,-4.4000,0.2000,-4.2000,0.0000
1982-1983,"Dave Batton",C,26,WSB,54,558,10.40,0.4480,0.0160,0.0890,8.80,14.80,11.80,7.60,1.30,1.30,12.40,16.80,-0.20,0.90,0.70,0.0620,-2.5000,0.7000,-1.8000,0.0000
1980-1981,"Dave Britton",PG,22,WSB,2,9,18.00,0.6670,0.0000,0.0000,0.00,23.50,11.70,49.40,5.20,0.00,40.00,22.30,0.00,0.00,0.00,0.0930,-4.4000,0.4000,-4.0000,0.0000
1982-1983,"Dave Corzine",C,26,CHI,82,2496,15.10,0.5400,0.0020,0.3500,10.40,20.30,15.40,8.70,0.90,2.30,17.70,20.00,1.90,2.00,4.00,0.0760,-0.3000,-0.7000,-1.0000,0.6000
1983-1984,"Dave Corzine",C,27,CHI,82,2674,13.50,0.5310,0.0110,0.3340,7.20,17.70,12.40,11.10,1.00,2.60,15.60,17.30,1.60,3.10,4.70,0.0840,-0.6000,0.7000,0.1000,1.4000
1984-1985,"Dave Corzine",C,28,CHI,82,2062,11.80,0.5340,0.0020,0.3520,7.50,16.00,11.90,9.20,0.70,1.80,15.90,15.80,1.30,1.60,2.90,0.0670,-0.8000,-0.4000,-1.3000,0.4000
1985-1986,"Dave Corzine",C,29,CHI,67,1709,14.60,0.5390,0.0230,0.3290,8.40,20.70,14.30,12.10,0.80,1.80,14.90,16.60,2.00,0.90,2.90,0.0800,1.2000,-0.6000,0.6000,1.1000
1986-1987,"Dave Corzine",C,30,CHI,82,2287,12.80,0.5050,0.0080,0.2080,9.70,17.30,13.40,12.60,0.80,2.30,14.40,14.60,1.70,2.50,4.20,0.0890,-0.6000,0.3000,-0.4000,0.9000
1987-1988,"Dave Corzine",C,31,CHI,80,2328,13.60,0.5140,0.0130,0.2140,8.40,17.50,13.00,9.20,0.80,2.50,12.20,16.40,1.90,3.00,4.90,0.1010,-0.4000,0.1000,-0.3000,1.0000
1988-1989,"Dave Corzine",C,32,CHI,81,1483,10.80,0.4970,0.0180,0.2180,7.40,16.80,12.30,9.50,1.00,1.80,16.20,16.60,-0.10,1.50,1.40,0.0460,-2.2000,-0.5000,-2.7000,-0.3000
1989-1990,"Dave Corzine",C,33,ORL,6,79,3.20,0.3680,0.0000,0.0690,9.10,15.20,12.00,3.50,1.20,0.00,21.10,18.70,-0.20,2.10,-0.20,-0.1390,-6.9000,-2.6000,-9.5000,-0.1000
1980-1981,"Dave Corzine",C,24,SAS,82,1960,16.50,0.5200,0.0040,0.2340,13.20,21.70,17.70,8.40,1.00,2.70,13.70,19.30,2.60,2.50,5.10,0.1250,0.3000,-0.7000,-0.4000,0.8000
1981-1982,"Dave Corzine",C,25,SAS,82,2189,14.90,0.5610,0.0060,0.3290,10.30,20.50,15.40,7.60,0.70,3.20,15.80,16.00,2.60,2.50,5.20,0.1130,-0.1000,0.2000,0.1000,1.1000
1982-1983,"Dave Cowens*",PF,34,MIL,40,1014,12.60,0.4850,0.0070,0.2060,8.30,20.80,14.80,10.90,1.40,0.80,11.60,15.40,0.90,1.70,2.60,0.1230,-1.2000,0.8000,-0.4000,0.4000
1987-1988,"Dave Feitl",C,25,GSW,70,1128,10.70,0.4950,0.0100,0.3320,8.00,25.50,16.50,6.60,0.60,0.50,15.80,19.70,-0.40,0.70,0.30,0.0110,-3.1000,-2.6000,-5.7000,-1.1000
1986-1987,"Dave Feitl",C,24,HOU,62,498,10.30,0.4910,0.0050,0.3510,8.70,17.00,12.90,6.30,0.90,0.50,14.00,22.30,-0.10,0.60,0.50,0.0490,-4.3000,-1.5000,-5.8000,-0.5000
1988-1989,"Dave Feitl",C,26,WSB,57,828,8.70,0.4850,0.0040,0.2440,8.70,18.30,13.30,5.80,1.00,1.30,18.10,17.40,-0.40,0.80,0.40,0.0220,-4.5000,-0.8000,-5.2000,-0.7000
1980-1981,"Dave Greenwood",PF,23,CHI,82,2710,16.60,0.5280,0.0020,0.2930,10.70,19.40,15.20,11.60,1.40,2.60,14.70,19.70,3.80,3.40,7.10,0.1260,0.8000,0.4000,1.2000,2.2000
1981-1982,"Dave Greenwood",PF,24,CHI,82,2914,15.50,0.5250,0.0030,0.2870,7.80,22.20,15.30,13.20,1.20,1.80,13.60,19.00,3.20,3.20,6.50,0.1070,0.1000,0.5000,0.6000,1.9000
1982-1983,"Dave Greenwood",PF,25,CHI,79,2355,13.00,0.5000,0.0060,0.3400,9.90,24.90,17.40,8.50,1.00,2.00,16.30,15.50,1.30,2.30,3.60,0.0730,-1.0000,-0.1000,-1.1000,0.5000
1983-1984,"Dave Greenwood",PF,26,CHI,78,2718,13.50,0.5400,0.0010,0.3840,8.90,24.60,16.60,7.40,1.20,1.50,14.50,15.70,2.10,3.60,5.70,0.1010,-0.8000,0.2000,-0.6000,0.9000
1984-1985,"Dave Greenwood",PF,27,CHI,61,1523,9.40,0.4970,0.0030,0.2830,8.40,20.80,14.80,6.60,1.10,0.70,14.40,12.00,0.60,1.40,2.00,0.0650,-2.3000,-0.3000,-2.5000,-0.2000
1988-1989,"Dave Greenwood",PF,31,DEN,29,491,12.70,0.4800,0.0000,0.4800,9.60,25.70,17.20,10.00,1.50,3.20,16.70,16.80,0.00,0.80,0.80,0.0770,-2.9000,0.6000,-2.3000,0.0000
1989-1990,"Dave Greenwood",PF,32,DET,37,205,10.90,0.4630,0.0000,0.5580,13.40,29.80,21.60,8.00,1.00,2.80,19.80,17.00,-0.10,2.10,0.40,0.0850,-4.6000,1.6000,-3.0000,0.0000
1985-1986,"Dave Greenwood",PF,28,SAS,68,1910,11.10,0.5740,0.0030,0.4740,9.30,22.10,15.90,5.90,0.90,1.50,19.40,12.30,1.50,1.90,3.40,0.0850,-1.4000,-0.1000,-1.6000,0.2000
1986-1987,"Dave Greenwood",PF,29,SAS,79,2587,15.20,0.5800,0.0090,0.4690,10.50,23.40,16.70,12.00,1.30,1.10,16.90,14.80,3.80,2.40,6.20,0.1150,0.0000,0.0000,0.0000,1.3000
1987-1988,"Dave Greenwood",PF,30,SAS,45,1236,10.80,0.5110,0.0060,0.3380,8.00,18.40,13.10,9.60,1.20,1.00,16.40,14.40,0.50,0.60,1.10,0.0430,-2.1000,-1.0000,-3.1000,-0.3000
1988-1989,"Dave Greenwood",PF,31,SAS,38,912,11.30,0.5010,0.0000,0.4250,10.60,18.40,14.30,7.90,1.50,1.60,15.80,14.80,0.50,1.00,1.40,0.0750,-2.4000,-0.3000,-2.7000,-0.2000
1988-1989,"Dave Greenwood",PF,31,TOT,67,1403,11.80,0.4930,0.0000,0.4460,10.20,21.00,15.30,8.60,1.50,2.10,16.20,15.50,0.50,1.80,2.20,0.0760,-2.6000,0.0000,-2.5000,-0.2000
1987-1988,"Dave Henderson",SG,23,PHI,22,351,6.70,0.4610,0.0090,0.4050,3.60,8.00,5.80,14.40,1.70,0.90,22.60,21.30,-0.60,0.20,-0.40,-0.0580,-5.5000,-1.6000,-7.1000,-0.4000
1988-1989,"Dave Hoppen",C,24,CHH,77,1419,11.80,0.6040,0.0060,0.3940,9.10,21.50,15.00,5.50,0.80,0.90,15.70,14.20,1.70,0.90,2.60,0.0860,-2.5000,-0.9000,-3.4000,-0.5000
1989-1990,"Dave Hoppen",C,25,CHH,10,135,7.70,0.4410,0.0000,0.2440,15.10,15.20,15.10,6.30,0.70,0.50,15.00,16.90,-0.10,2.10,0.00,0.0080,-5.0000,-1.8000,-6.8000,-0.2000
1987-1988,"Dave Hoppen",C,23,GSW,36,607,11.50,0.5330,0.0060,0.3430,9.60,21.30,15.30,6.60,1.00,0.60,15.00,15.50,0.50,0.30,0.80,0.0630,-2.5000,-2.2000,-4.7000,-0.4000
1987-1988,"Dave Hoppen",C,23,MIL,3,35,8.20,0.4460,0.0000,0.2730,12.90,9.70,11.30,7.80,0.00,0.00,14.00,17.20,0.00,0.00,0.00,0.0230,-3.5000,-3.7000,-7.2000,0.0000
1987-1988,"Dave Hoppen",C,23,TOT,39,642,11.40,0.5280,0.0050,0.3390,9.80,20.60,15.10,6.70,1.00,0.50,15.00,15.60,0.50,0.40,0.80,0.0610,-2.5000,-2.2000,-4.8000,-0.5000
1982-1983,"Dave Magley",SF,23,CLE,14,56,3.90,0.3070,0.0630,0.5000,4.00,16.70,10.20,4.80,1.80,0.00,9.30,16.10,-0.10,0.00,-0.10,-0.0660,-4.7000,-0.3000,-5.0000,-0.1000
1988-1989,"Dave Popson",PF,24,LAC,10,68,8.10,0.4440,0.0000,0.0800,7.90,17.20,12.60,12.20,0.70,1.60,18.80,18.50,-0.10,0.00,-0.10,-0.0380,-3.9000,-1.5000,-5.5000,-0.1000
1988-1989,"Dave Popson",PF,24,MIA,7,38,3.40,0.3460,0.0000,0.1330,19.90,12.30,16.20,7.70,0.00,1.60,20.10,21.30,-0.10,0.00,-0.10,-0.1130,-7.6000,-3.0000,-10.6000,-0.1000
1988-1989,"Dave Popson",PF,24,TOT,17,106,6.40,0.4070,0.0000,0.1000,12.20,15.50,13.90,10.60,0.40,1.60,19.30,19.50,-0.20,0.10,-0.10,-0.0650,-5.2000,-2.1000,-7.3000,-0.1000
1980-1981,"Dave Robisch",C,31,CLE,11,372,12.50,0.4520,0.0000,0.3670,7.60,18.10,12.60,14.80,0.90,0.90,11.00,13.80,0.30,0.20,0.60,0.0720,0.2000,-0.1000,0.2000,0.2000
1980-1981,"Dave Robisch",C,31,DEN,73,1744,14.40,0.5150,0.0000,0.3290,7.40,17.00,12.10,9.50,0.80,0.80,8.60,17.10,2.90,0.70,3.60,0.1000,0.7000,-1.3000,-0.7000,0.6000
1981-1982,"Dave Robisch",C,32,DEN,12,257,17.90,0.5530,0.0000,0.5190,6.00,19.90,13.10,15.20,0.50,0.80,9.10,21.20,0.70,0.10,0.70,0.1390,1.2000,-1.2000,0.0000,0.2000
1982-1983,"Dave Robisch",C,33,DEN,61,711,10.30,0.4690,0.0040,0.4700,4.80,16.70,10.70,8.60,0.60,0.60,12.90,18.10,0.10,0.20,0.40,0.0240,-2.1000,-2.2000,-4.3000,-0.4000
1983-1984,"Dave Robisch",C,34,DEN,19,141,3.60,0.4050,0.0000,0.3250,0.70,15.30,7.80,10.20,0.00,0.40,19.40,15.20,-0.20,0.00,-0.20,-0.0790,-4.8000,-1.4000,-6.2000,-0.2000
1983-1984,"Dave Robisch",C,34,KCK,8,162,9.40,0.4370,0.0000,0.2710,8.30,12.20,10.20,4.80,0.90,0.30,0.00,13.30,0.20,0.10,0.30,0.0800,-1.9000,-0.8000,-2.7000,0.0000
1983-1984,"Dave Robisch",C,34,SAS,4,37,4.80,0.5000,0.0000,0.0000,5.90,17.00,11.50,3.10,0.00,0.00,11.10,9.40,0.00,0.00,0.00,0.0290,-4.1000,-0.4000,-4.5000,0.0000
1980-1981,"Dave Robisch",C,31,TOT,84,2116,14.10,0.5070,0.0000,0.3340,7.50,17.20,12.20,10.40,0.80,0.80,8.90,16.50,3.20,0.90,4.20,0.0950,0.6000,-1.1000,-0.5000,0.8000
1983-1984,"Dave Robisch",C,34,TOT,31,340,6.50,0.4280,0.0000,0.2710,4.90,14.00,9.40,6.80,0.40,0.30,10.00,13.70,-0.10,0.10,0.10,0.0090,-3.3000,-1.0000,-4.4000,-0.3000
1981-1982,"David Burns",PG,23,DEN,6,53,5.30,0.5350,0.0000,0.8180,2.10,3.90,3.00,22.80,1.60,0.00,34.80,16.50,-0.10,0.00,-0.10,-0.0560,-4.4000,-0.7000,-5.1000,-0.1000
1981-1982,"David Burns",PG,23,NJN,3,34,0.90,0.4580,0.0000,1.2000,0.00,6.70,3.30,14.20,1.40,0.00,39.60,14.80,-0.10,0.00,-0.10,-0.0940,-4.7000,-0.2000,-4.9000,-0.1000
1981-1982,"David Burns",PG,23,TOT,9,87,3.60,0.5090,0.0000,0.9380,1.30,5.00,3.10,19.50,1.50,0.00,36.50,15.80,-0.20,0.00,-0.10,-0.0710,-4.5000,-0.5000,-5.0000,-0.1000
1985-1986,"David Cooke",PF,22,SAC,6,38,6.70,0.2920,0.0000,0.9090,15.00,14.80,14.90,3.10,5.00,0.00,11.50,18.50,-0.10,0.10,0.00,-0.0430,-4.1000,0.4000,-3.8000,0.0000
1984-1985,"David Pope",SF,22,KCK,22,129,2.10,0.3490,0.0190,0.2450,8.00,7.90,8.00,4.90,1.10,1.30,10.70,20.10,-0.30,0.00,-0.20,-0.0880,-8.4000,-3.0000,-11.4000,-0.3000
1985-1986,"David Pope",SF,23,SEA,11,74,9.20,0.4830,0.0500,0.2000,9.40,8.20,8.80,7.60,1.30,0.80,8.40,13.40,0.10,0.10,0.10,0.0810,-2.2000,-0.1000,-2.4000,0.0000
1989-1990,"David Rivers",PG,25,LAC,52,724,9.90,0.4730,0.0250,0.3960,4.80,8.60,6.70,29.40,2.10,0.00,27.60,18.40,-0.80,2.10,-0.20,-0.0120,-2.8000,-1.6000,-4.3000,-0.4000
1988-1989,"David Rivers",PG,24,LAL,47,440,9.80,0.4770,0.0490,0.3440,3.50,7.10,5.40,30.40,2.50,1.20,30.30,18.90,-0.50,0.50,0.00,0.0020,-2.9000,-0.5000,-3.4000,-0.2000
1989-1990,"David Robinson*",C,24,SAS,82,3002,26.30,0.5970,0.0020,0.6440,11.70,24.80,18.50,8.70,2.20,6.50,13.30,26.60,7.90,2.10,15.10,0.2410,4.0000,2.9000,6.9000,6.8000
1985-1986,"David Thirdkill",PF,25,BOS,49,385,12.10,0.5480,0.0090,0.8000,8.30,11.50,10.00,4.90,1.40,0.40,11.30,17.90,0.50,0.50,1.00,0.1290,-2.4000,-0.8000,-3.2000,-0.1000
1986-1987,"David Thirdkill",SF,26,BOS,17,89,4.50,0.4030,0.0420,0.6670,6.90,16.30,12.00,2.80,1.10,0.00,13.90,17.30,-0.20,0.10,-0.10,-0.0380,-8.3000,-2.3000,-10.7000,-0.2000
1983-1984,"David Thirdkill",SF,23,DET,46,291,5.90,0.4500,0.0140,0.4310,3.20,8.40,5.70,10.90,1.60,0.60,18.20,13.80,-0.20,0.20,0.00,0.0020,-4.5000,0.0000,-4.5000,-0.2000
1984-1985,"David Thirdkill",SF,24,DET,10,115,2.00,0.5210,0.0430,0.4780,3.50,3.80,3.60,1.00,1.20,1.00,30.10,13.30,-0.20,0.10,-0.10,-0.0540,-6.5000,-0.5000,-7.1000,-0.1000
1984-1985,"David Thirdkill",SF,24,MIL,6,16,15.40,0.7170,0.0000,0.5000,7.00,6.90,6.90,0.00,0.00,0.00,0.00,12.40,0.10,0.00,0.10,0.1950,2.6000,-1.1000,1.5000,0.0000
1982-1983,"David Thirdkill",SF,22,PHO,49,521,7.50,0.4750,0.0410,0.4590,6.20,8.90,7.60,9.10,1.70,0.40,19.00,19.80,-0.40,0.70,0.30,0.0230,-5.0000,-0.4000,-5.5000,-0.5000
1984-1985,"David Thirdkill",SF,24,SAS,2,52,11.10,0.5500,0.0000,0.5450,11.20,4.20,7.60,6.90,1.80,1.10,12.80,12.00,0.10,0.00,0.10,0.1030,-0.9000,-0.9000,-1.8000,0.0000
1984-1985,"David Thirdkill",SF,24,TOT,18,183,5.80,0.5500,0.0260,0.5000,6.00,4.20,5.00,2.60,1.30,0.90,23.20,12.90,-0.10,0.10,0.00,0.0120,-4.1000,-0.7000,-4.8000,-0.1000
1980-1981,"David Thompson*",SG,26,DEN,77,2620,19.40,0.5710,0.0270,0.4240,4.10,7.20,5.60,13.20,0.90,1.20,12.70,27.90,6.00,0.40,6.40,0.1170,3.0000,-2.1000,0.9000,1.9000
1981-1982,"David Thompson*",SG,27,DEN,61,1246,17.60,0.5710,0.0220,0.5260,5.00,7.60,6.40,12.50,1.20,1.20,15.20,28.50,2.10,0.00,2.00,0.0790,1.0000,-2.8000,-1.8000,0.1000
1982-1983,"David Thompson*",SG,28,SEA,75,2155,16.10,0.5450,0.0110,0.4110,5.00,8.20,6.70,14.70,1.00,0.80,13.00,23.30,3.60,1.80,5.40,0.1200,1.2000,-0.8000,0.3000,1.3000
1983-1984,"David Thompson*",SG,29,SEA,19,349,20.00,0.6090,0.0060,0.4420,5.90,8.40,7.20,6.00,1.40,2.10,12.00,26.70,0.80,0.30,1.00,0.1440,2.1000,-0.5000,1.6000,0.4000
1986-1987,"David Wingate",SG,23,PHI,77,1612,11.90,0.4920,0.0860,0.3340,5.10,6.00,5.60,14.20,2.80,0.70,15.60,21.30,-0.10,1.50,1.40,0.0410,-2.2000,0.2000,-2.1000,0.0000
1987-1988,"David Wingate",SG,24,PHI,61,1419,8.50,0.4520,0.0730,0.2420,3.60,4.70,4.10,12.80,1.70,0.90,14.70,21.10,-1.10,0.60,-0.50,-0.0180,-3.5000,-1.3000,-4.8000,-1.0000
1988-1989,"David Wingate",SG,25,PHI,33,372,11.50,0.5270,0.0520,0.2960,3.60,7.60,5.60,26.50,1.20,0.30,21.20,18.40,0.20,0.10,0.20,0.0320,-1.6000,-1.7000,-3.3000,-0.1000
1989-1990,"David Wingate",SG,26,SAS,78,1856,9.40,0.4880,0.0260,0.2280,3.90,7.90,5.90,15.10,2.30,0.60,19.00,14.90,-0.40,2.10,1.90,0.0500,-2.8000,1.0000,-1.7000,0.1000
1988-1989,"David Wood",PF,24,CHI,2,2,0.00,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,0.00,-0.0020,-3.7000,-2.9000,-6.7000,0.0000
1989-1990,"Delaney Rudd",PG,27,UTA,77,850,8.60,0.4830,0.2160,0.2050,1.80,5.60,3.80,29.40,1.30,0.10,23.80,19.00,-0.60,2.10,0.10,0.0040,-2.8000,-1.9000,-4.6000,-0.6000
1988-1989,"Dell Curry",SG,24,CHH,48,813,18.30,0.5270,0.1060,0.0880,3.40,11.20,7.10,11.20,2.50,0.30,7.50,29.50,0.40,0.50,0.90,0.0520,1.5000,-0.6000,0.9000,0.6000
1989-1990,"Dell Curry",SG,25,CHH,67,1860,15.90,0.5170,0.1480,0.1050,1.80,8.90,5.10,14.70,2.60,0.80,8.80,26.00,0.40,2.10,1.80,0.0480,0.5000,0.4000,0.9000,1.4000
1987-1988,"Dell Curry",SG,23,CLE,79,1499,15.10,0.5000,0.1090,0.1360,3.50,9.40,6.50,16.30,3.10,0.90,12.10,25.50,0.00,2.00,2.00,0.0640,-0.8000,0.7000,-0.2000,0.7000
1986-1987,"Dell Curry",SG,22,UTA,67,636,11.30,0.4740,0.1840,0.1170,4.90,7.90,6.40,13.70,2.00,0.40,11.40,24.10,-0.30,0.80,0.50,0.0350,-3.1000,-0.3000,-3.4000,-0.2000
1981-1982,"Dennis Awtrey",C,33,POR,10,121,1.60,0.3960,0.0000,0.6000,6.50,6.40,6.50,7.50,0.40,0.90,24.00,8.50,-0.10,0.00,0.00,-0.0130,-4.8000,-0.3000,-5.1000,-0.1000
1980-1981,"Dennis Awtrey",C,32,SEA,47,607,6.70,0.5010,0.0000,0.2150,6.10,13.30,9.80,11.50,0.90,0.70,24.50,9.00,0.00,0.60,0.60,0.0470,-3.2000,0.7000,-2.5000,-0.1000
1987-1988,"Dennis Hopson",SG,22,NJN,61,1365,10.20,0.4680,0.0820,0.3220,5.20,7.00,6.10,13.30,2.00,1.10,16.00,23.10,-1.30,1.00,-0.30,-0.0120,-2.8000,-0.8000,-3.6000,-0.5000
1988-1989,"Dennis Hopson",SG,23,NJN,62,1551,13.80,0.4860,0.0380,0.3070,6.30,8.20,7.20,10.20,2.20,1.20,11.20,24.10,0.60,1.20,1.70,0.0530,-1.3000,-0.5000,-1.7000,0.1000
1989-1990,"Dennis Hopson",SG,24,NJN,79,2551,13.60,0.5030,0.0920,0.3130,4.40,7.40,5.80,9.60,1.90,1.20,11.90,22.20,1.30,2.10,3.10,0.0590,-0.6000,-0.4000,-1.0000,0.6000
1983-1984,"Dennis Johnson*",SG,29,BOS,80,2665,12.80,0.5150,0.0360,0.3760,3.80,7.90,6.00,16.60,1.70,1.20,14.40,18.40,2.50,3.20,5.70,0.1020,-0.5000,0.6000,0.1000,1.4000
1984-1985,"Dennis Johnson*",PG,30,BOS,80,2976,14.40,0.5220,0.0240,0.2870,3.50,8.00,5.90,23.40,1.50,0.70,15.00,19.30,3.50,2.80,6.40,0.1030,0.4000,0.0000,0.3000,1.8000
